timestamp,job_id,task_id,cpu_rate,mem_usage,duration
882,job_320,320,1584,2157,12
887,job_321,321,316,377,10
888,job_322,322,928,3005,26
888,job_323,323,1360,2046,31
890,job_324,324,1211,1851,28
892,job_325,325,1268,2203,19
899,job_326,326,287,510,6
899,job_327,327,1459,2143,50
907,job_328,328,202,422,6
908,job_329,329,1191,2708,34
914,job_330,330,146,718,17
921,job_331,331,187,624,5
929,job_332,332,100,409,20
929,job_333,333,1466,1751,28
934,job_334,334,212,812,6
936,job_335,335,1160,1580,50
946,job_336,336,123,604,20
947,job_337,337,944,2106,46
953,job_338,338,273,624,19
953,job_339,339,984,2157,33
953,job_340,340,807,1763,11
955,job_341,341,1431,2145,12
956,job_342,342,1621,2546,21
964,job_343,343,182,480,8
965,job_344,344,1376,1269,42
967,job_345,345,658,1835,43
969,job_346,346,506,2781,35
972,job_347,347,334,470,17
972,job_348,348,1711,2418,28
974,job_349,349,784,2842,41
976,job_350,350,932,2573,44
976,job_351,351,1141,1971,22
978,job_352,352,1209,1875,16
981,job_353,353,446,549,8
986,job_354,354,403,512,16
988,job_355,355,1132,2096,38
993,job_356,356,312,588,19
995,job_357,357,204,650,13
996,job_358,358,1264,2135,22
996,job_359,359,803,2020,36
997,job_360,360,1479,1657,45
1007,job_361,361,418,644,17
1009,job_362,362,345,632,18
1009,job_363,363,926,1853,14
1013,job_364,364,243,623,19
1013,job_365,365,1016,1885,33
1014,job_366,366,1482,2895,23
1015,job_367,367,800,2076,35
1023,job_368,368,297,283,9
1029,job_369,369,100,588,17
1030,job_370,370,1071,1414,16
1031,job_371,371,1361,2078,13
1031,job_372,372,1125,2141,35
1033,job_373,373,777,1737,27
1035,job_374,374,1157,2861,28
1035,job_375,375,1544,2093,44
1036,job_376,376,869,1199,46
1041,job_377,377,289,509,13
1048,job_378,378,316,520,17
1049,job_379,379,1498,1806,35
1049,job_380,380,1079,2037,13
1051,job_381,381,1091,2311,30
1053,job_382,382,1070,2350,25
1055,job_383,383,1445,2507,45
1055,job_384,384,831,1254,14
1055,job_385,385,866,2553,28
1057,job_386,386,711,1921,17
1057,job_387,387,971,1997,15
1057,job_388,388,1028,2044,47
1059,job_389,389,1446,945,50
1060,job_390,390,806,1977,41
1062,job_391,391,743,2500,32
1064,job_392,392,1288,2082,34
1070,job_393,393,265,507,9
1072,job_394,394,1082,1868,20
1073,job_395,395,1002,2866,27
1083,job_396,396,207,602,19
1086,job_397,397,419,569,9
1088,job_398,398,1347,2120,10
1089,job_399,399,1628,2318,21
1093,job_400,400,178,481,14
1093,job_401,401,1615,2325,44
1093,job_402,402,1268,2188,20
1094,job_403,403,1048,1984,39
1095,job_404,404,900,2151,40
1095,job_405,405,2035,1378,29
1097,job_406,406,816,2234,26
1099,job_407,407,1624,2063,20
1104,job_408,408,282,404,6
1106,job_409,409,869,2308,16
1106,job_410,410,1421,1870,38
1107,job_411,411,1077,1880,48
1108,job_412,412,1409,2698,47
1115,job_413,413,358,521,16
1115,job_414,414,1215,1855,35
1116,job_415,415,784,2628,37
1117,job_416,416,1013,2753,48
1118,job_417,417,1516,1920,11
1118,job_418,418,964,2060,12
1119,job_419,419,799,1478,38
1127,job_420,420,363,407,6
1129,job_421,421,1112,2311,26
1133,job_422,422,253,576,12
1133,job_423,423,916,1310,37
1135,job_424,424,116,407,10
1136,job_425,425,1755,2365,43
1138,job_426,426,586,2697,26
1139,job_427,427,782,2647,44
1144,job_428,428,179,594,17
1144,job_429,429,899,1959,46
1146,job_430,430,1047,1082,14
1146,job_431,431,1754,1242,42
1155,job_432,432,247,496,15
1157,job_433,433,905,2904,11
1159,job_434,434,775,1961,17
1160,job_435,435,1731,1726,37
1160,job_436,436,1093,2079,50
1168,job_437,437,314,587,16
1178,job_438,438,342,679,20
1186,job_439,439,307,545,17
1189,job_440,440,339,430,6
1190,job_441,441,1246,2094,31
1192,job_442,442,1360,1917,50
1193,job_443,443,1727,1364,14
1194,job_444,444,1249,2471,31
1196,job_445,445,315,407,20
1205,job_446,446,464,463,7
1207,job_447,447,911,1581,13
1207,job_448,448,830,2681,28
1209,job_449,449,726,2435,14
1210,job_450,450,1204,2280,17
1212,job_451,451,362,402,17
1214,job_452,452,1414,1731,31
1216,job_453,453,343,723,10
1218,job_454,454,857,1812,17
1220,job_455,455,1251,2572,20
1220,job_456,456,1190,1743,10
1222,job_457,457,948,2024,11
1222,job_458,458,1475,1930,11
1224,job_459,459,1328,1479,12
1228,job_460,460,232,803,15
1228,job_461,461,1204,1826,40
1228,job_462,462,884,2679,32
1228,job_463,463,1073,2359,36
1230,job_464,464,1076,1801,20
1230,job_465,465,1779,1146,21
1230,job_466,466,1452,2087,14
1232,job_467,467,1576,1717,30
1234,job_468,468,1334,1908,20
1235,job_469,469,1537,1426,43
1236,job_470,470,1118,2331,28
1239,job_471,471,334,397,6
1240,job_472,472,1793,1650,19
1240,job_473,473,994,1499,26
1243,job_474,474,492,502,14
1244,job_475,475,1280,3168,13
1245,job_476,476,481,1632,44
1246,job_477,477,1249,2291,39
1248,job_478,478,1441,1639,20
1248,job_479,479,1635,1436,16
1250,job_480,480,1145,2450,26
1251,job_481,481,1470,2693,27
1251,job_482,482,1103,2235,24
1251,job_483,483,1082,1885,49
1251,job_484,484,1262,1976,33
1261,job_485,485,420,589,10
1271,job_486,486,100,445,6
1273,job_487,487,1309,1930,50
1283,job_488,488,179,323,12
1286,job_489,489,327,369,13
1287,job_490,490,891,2244,21
1289,job_491,491,1325,1508,12
1291,job_492,492,1207,2194,50
1291,job_493,493,1795,1199,14
1291,job_494,494,1137,1728,25
1293,job_495,495,963,1969,22
1295,job_496,496,688,1437,26
1297,job_497,497,918,2747,17
1299,job_498,498,310,409,13
1300,job_499,499,1501,1459,47
1300,job_500,500,1439,1248,12
1301,job_501,501,1341,1556,17
1301,job_502,502,1215,1927,30
1302,job_503,503,1227,2844,37
1303,job_504,504,1149,1764,31
1303,job_505,505,971,1632,33
1305,job_506,506,1328,465,21
1306,job_507,507,1376,1987,22
1311,job_508,508,472,581,13
1313,job_509,509,949,2338,11
1322,job_510,510,310,636,12
1322,job_511,511,1357,2280,24
1324,job_512,512,1123,2249,41
1324,job_513,513,1332,2125,38
1325,job_514,514,1056,2172,19
1327,job_515,515,455,290,16
1327,job_516,516,1490,2178,13
1328,job_517,517,1536,2036,26
1330,job_518,518,1403,2315,41
1332,job_519,519,910,2831,49
1334,job_520,520,963,2975,18
1336,job_521,521,974,1724,46
1338,job_522,522,1373,2037,15
1339,job_523,523,1321,2849,29
1340,job_524,524,743,1717,19
1341,job_525,525,918,1529,25
1342,job_526,526,1399,3119,26
1343,job_527,527,899,2593,15
1343,job_528,528,1079,2868,47
1347,job_529,529,465,484,20
1349,job_530,530,497,678,20
1349,job_531,531,1702,2302,22
1349,job_532,532,613,1840,40
1349,job_533,533,1386,2603,22
1350,job_534,534,881,1805,11
1351,job_535,535,1021,2501,49
1353,job_536,536,1175,2330,11
1354,job_537,537,1392,2035,44
1355,job_538,538,1142,1431,13
1359,job_539,539,336,343,20
1359,job_540,540,1042,1445,37
1361,job_541,541,1145,1940,30
1363,job_542,542,1268,2158,32
1367,job_543,543,326,520,9
1369,job_544,544,1404,1688,23
1369,job_545,545,994,1861,17
1369,job_546,546,1536,2100,38
1371,job_547,547,1353,2730,21
1372,job_548,548,723,1568,22
1381,job_549,549,318,346,17
1383,job_550,550,1276,1903,18
1383,job_551,551,1068,999,18
1383,job_552,552,1231,1526,17
1391,job_553,553,379,454,17
1392,job_554,554,780,2511,29
1393,job_555,555,1321,2170,33
1393,job_556,556,1244,2316,37
1393,job_557,557,1326,2208,40
1395,job_558,558,1507,1860,42
1405,job_559,559,397,490,19
1407,job_560,560,1480,2121,41
1409,job_561,561,1086,1632,24
1409,job_562,562,1327,2191,12
1410,job_563,563,916,1541,37
1412,job_564,564,1424,2499,33
1412,job_565,565,1515,1492,11
1412,job_566,566,1522,2336,32
1412,job_567,567,1289,2285,44
1413,job_568,568,1320,2426,17
1413,job_569,569,1071,1921,45
1415,job_570,570,1648,1023,34
1416,job_571,571,1974,1536,35
1416,job_572,572,687,2125,16
1418,job_573,573,1491,2285,29
1420,job_574,574,1047,2660,18
1422,job_575,575,885,1192,45
1422,job_576,576,1548,2294,42
1424,job_577,577,1463,2071,36
1425,job_578,578,816,1400,29
1432,job_579,579,250,545,15
1433,job_580,580,1070,1045,23
1433,job_581,581,1587,1679,47
1433,job_582,582,775,728,33
1434,job_583,583,624,2136,25
1436,job_584,584,349,563,6
1437,job_585,585,521,1434,37
1439,job_586,586,1324,1365,21
1439,job_587,587,1369,1300,31
1439,job_588,588,975,1544,36
1445,job_589,589,188,698,10
1445,job_590,590,781,1549,27
1445,job_591,591,1100,1642,27
1445,job_592,592,1041,2358,21
1446,job_593,593,437,1325,21
1446,job_594,594,1698,2510,40
1447,job_595,595,784,1928,23
1448,job_596,596,840,1116,42
1448,job_597,597,1309,1668,47
1448,job_598,598,1449,1381,16
1449,job_599,599,1214,2692,16
1449,job_600,600,1327,1684,35
1451,job_601,601,1322,2125,42
1451,job_602,602,641,2014,44
1452,job_603,603,1299,2796,38
1453,job_604,604,1499,1086,28
1455,job_605,605,1094,2239,41
1457,job_606,606,1003,1561,15
1467,job_607,607,580,616,16
1468,job_608,608,1166,1670,36
1468,job_609,609,745,2085,21
1468,job_610,610,1679,1504,33
1469,job_611,611,1116,1521,36
1470,job_612,612,1450,2591,47
1470,job_613,613,1309,1678,18
1474,job_614,614,273,653,17
1476,job_615,615,1540,2595,39
1476,job_616,616,971,1808,42
1476,job_617,617,1370,2600,14
1476,job_618,618,971,1671,37
1476,job_619,619,903,1698,28
1476,job_620,620,1299,2937,11
1477,job_621,621,1284,1236,33
1477,job_622,622,864,1877,14
1479,job_623,623,1083,1741,31
1481,job_624,624,1360,2370,21
1481,job_625,625,1058,2137,12
1481,job_626,626,1152,2430,22
1482,job_627,627,1301,1787,37
1484,job_628,628,1296,1929,26
1493,job_629,629,295,433,8
1494,job_630,630,1106,1981,36
1495,job_631,631,1431,1911,15
1495,job_632,632,1279,2075,21
1497,job_633,633,1057,2357,31
1498,job_634,634,1341,1708,25
1498,job_635,635,769,2640,41
1504,job_636,636,198,427,5
1504,job_637,637,1368,1983,29
1505,job_638,638,1278,1870,29
1506,job_639,639,757,2219,22
1507,job_640,640,1632,2469,20
1509,job_641,641,1451,1931,21
1509,job_642,642,1089,2474,23
1509,job_643,643,1478,2503,49
1510,job_644,644,1054,1592,28
1512,job_645,645,988,1982,37
1514,job_646,646,1386,1704,35
1516,job_647,647,942,2490,50
1518,job_648,648,1345,812,42
1527,job_649,649,546,554,9
1527,job_650,650,965,1644,12
1528,job_651,651,1199,3422,10
1529,job_652,652,1251,2094,27
1529,job_653,653,1355,1677,36
1529,job_654,654,652,2156,14
1530,job_655,655,1084,1895,18
1530,job_656,656,1514,1732,14
1532,job_657,657,1130,1816,48
1532,job_658,658,1363,1385,40
1535,job_659,659,450,440,14
1536,job_660,660,1182,2589,13
1538,job_661,661,1766,3083,33
1540,job_662,662,929,2308,40
1540,job_663,663,1434,1951,13
1541,job_664,664,847,1830,18
1543,job_665,665,1721,2529,39
1544,job_666,666,858,3036,30
1544,job_667,667,1450,2828,48
1551,job_668,668,312,390,6
1551,job_669,669,920,1837,30
1553,job_670,670,753,2527,40
1554,job_671,671,536,2686,49
1555,job_672,672,1676,2775,50
1555,job_673,673,1644,2572,31
1557,job_674,674,651,1816,10
1559,job_675,675,984,2007,34
1560,job_676,676,1709,1681,22
1560,job_677,677,1049,2228,26
1563,job_678,678,142,547,16
1566,job_679,679,303,596,15
1566,job_680,680,1009,2521,32
1568,job_681,681,740,2227,32
1568,job_682,682,893,2164,10
1569,job_683,683,1680,2360,47
1571,job_684,684,298,506,9
1572,job_685,685,1063,2028,30
1572,job_686,686,1095,2072,14
1572,job_687,687,1439,2254,35
1577,job_688,688,269,456,10
1577,job_689,689,1387,2000,32
1585,job_690,690,185,435,11
1586,job_691,691,1534,2187,14
1586,job_692,692,1098,2057,39
1587,job_693,693,1318,1833,29
1587,job_694,694,1582,2332,44
1587,job_695,695,826,2187,23
1588,job_696,696,1099,3109,24
1596,job_697,697,518,675,10
1598,job_698,698,1184,2161,32
1600,job_699,699,1096,2201,50
1601,job_700,700,1095,1703,28
1602,job_701,701,1249,2529,48
1602,job_702,702,1484,2440,20
1604,job_703,703,598,1484,26
1605,job_704,704,1722,1810,26
1606,job_705,705,1322,2027,49
1607,job_706,706,1498,1098,33
1609,job_707,707,758,2616,48
1610,job_708,708,1563,2275,17
1610,job_709,709,1199,2617,15
1611,job_710,710,1040,2212,22
1612,job_711,711,1525,1862,15
1614,job_712,712,1197,2439,22
1614,job_713,713,1063,2225,12
1616,job_714,714,1344,1744,36
1618,job_715,715,1354,2490,19
1619,job_716,716,1637,2542,46
1621,job_717,717,1472,2721,43
1621,job_718,718,888,2976,18
1621,job_719,719,1124,1913,42
1623,job_720,720,1039,2446,22
1629,job_721,721,456,403,6
1631,job_722,722,608,2510,27
1632,job_723,723,1271,2047,21
1633,job_724,724,2037,2403,47
1635,job_725,725,763,1769,50
1635,job_726,726,1095,1894,22
1636,job_727,727,1227,2436,13
1637,job_728,728,1075,2385,35
1637,job_729,729,1052,2293,24
1637,job_730,730,1031,1063,43
1638,job_731,731,1279,1869,23
1646,job_732,732,338,395,5
1647,job_733,733,699,1833,45
1648,job_734,734,1332,2223,40
1648,job_735,735,1568,1772,20
1648,job_736,736,1356,2235,12
1650,job_737,737,1436,2085,49
1650,job_738,738,1031,1249,50
1652,job_739,739,1095,1870,16
1654,job_740,740,1316,1619,23
1655,job_741,741,1403,1889,20
1657,job_742,742,867,2374,39
1657,job_743,743,1293,2011,47
1658,job_744,744,1199,1767,31
1660,job_745,745,942,1006,49
1662,job_746,746,751,2237,41
1662,job_747,747,1106,2529,40
1665,job_748,748,135,718,6
1666,job_749,749,1014,1395,33
1666,job_750,750,1546,2731,46
1667,job_751,751,1059,2420,44
1667,job_752,752,1006,1582,11
1668,job_753,753,1275,1462,37
1670,job_754,754,1155,2051,26
1671,job_755,755,1025,1915,38
1672,job_756,756,1218,1939,10
1674,job_757,757,1012,1695,46
1675,job_758,758,799,2210,23
1680,job_759,759,314,580,5
1681,job_760,760,1288,1658,49
1683,job_761,761,1140,2849,47
1684,job_762,762,1193,2747,25
1684,job_763,763,1421,2314,22
1686,job_764,764,1114,1766,17
1686,job_765,765,1332,2523,40
1690,job_766,766,165,344,15
1691,job_767,767,1146,1628,35
1699,job_768,768,145,357,19
1701,job_769,769,1079,2134,27
1708,job_770,770,304,492,6
1710,job_771,771,821,1386,14
1712,job_772,772,814,3728,11
1712,job_773,773,819,3235,13
1714,job_774,774,1111,2005,35
1721,job_775,775,272,648,6
1723,job_776,776,1639,2860,50
1723,job_777,777,1378,2521,46
1723,job_778,778,1640,2773,11
1724,job_779,779,1164,2645,41
1726,job_780,780,889,3163,33
1726,job_781,781,1460,2171,12
1727,job_782,782,1312,1725,15
1729,job_783,783,1660,2536,13
1731,job_784,784,1513,2290,42
1731,job_785,785,955,2535,14
1731,job_786,786,1121,2217,40
1732,job_787,787,1117,2034,22
1732,job_788,788,1674,1519,39
1732,job_789,789,777,2152,39
1733,job_790,790,1169,1814,31
1733,job_791,791,1107,2054,25
1733,job_792,792,942,1972,48
1733,job_793,793,1314,1695,22
1734,job_794,794,1385,2031,34
1736,job_795,795,1110,2073,32
1738,job_796,796,1005,2437,43
1740,job_797,797,1310,1813,20
1742,job_798,798,1442,1512,40
1743,job_799,799,1055,2740,40
1744,job_800,800,1301,2003,46
1748,job_801,801,170,430,5
1748,job_802,802,1356,2137,10
1749,job_803,803,1090,1474,17
1752,job_804,804,378,460,7
1752,job_805,805,780,1673,15
1752,job_806,806,999,1929,41
1753,job_807,807,1150,1693,39
1753,job_808,808,1177,2299,12
1755,job_809,809,1231,2755,31
1755,job_810,810,859,2099,44
1757,job_811,811,1175,1830,12
1759,job_812,812,1247,2746,48
1760,job_813,813,921,1118,28
1761,job_814,814,1306,1306,24
1761,job_815,815,1714,1461,49
1762,job_816,816,1069,2511,31
1763,job_817,817,525,2422,39
1765,job_818,818,1395,2362,45
1767,job_819,819,1632,2166,14
1767,job_820,820,1260,1506,48
1769,job_821,821,987,2179,44
1769,job_822,822,1575,1236,42
1769,job_823,823,1277,2462,21
1770,job_824,824,804,2395,24
1772,job_825,825,1042,2062,24
1773,job_826,826,1577,1920,27
1775,job_827,827,1575,2178,37
1776,job_828,828,1521,2493,24
1778,job_829,829,1568,2393,30
1780,job_830,830,640,1349,16
1781,job_831,831,1392,1481,15
1782,job_832,832,1307,1991,30
1783,job_833,833,1157,2107,47
1783,job_834,834,1004,1801,22
1785,job_835,835,1078,1402,18
1785,job_836,836,608,1871,42
1786,job_837,837,1517,1378,39
1788,job_838,838,1543,1850,38
1790,job_839,839,1449,2537,35
1790,job_840,840,1258,2915,35
1791,job_841,841,874,1575,15
1793,job_842,842,1334,2661,50
1795,job_843,843,1135,2921,29
1795,job_844,844,1062,2414,46
1797,job_845,845,215,398,14
1798,job_846,846,1119,2027,41
1799,job_847,847,1113,1653,48
1800,job_848,848,1193,2612,42
1800,job_849,849,1198,1271,37
1802,job_850,850,1200,1719,18
1802,job_851,851,1262,1901,21
1804,job_852,852,1551,2098,37
1805,job_853,853,669,2081,44
1806,job_854,854,1439,1453,40
1808,job_855,855,866,1891,11
1809,job_856,856,929,2328,47
1810,job_857,857,1473,1871,49
1811,job_858,858,1164,2872,36
1821,job_859,859,186,536,15
1821,job_860,860,973,2003,43
1822,job_861,861,945,1654,31
1824,job_862,862,1187,2179,36
1829,job_863,863,436,613,16
1829,job_864,864,1203,1902,47
1831,job_865,865,810,2057,31
1831,job_866,866,1354,1777,27
1831,job_867,867,1305,1880,16
1832,job_868,868,1243,2078,17
1833,job_869,869,1425,2489,22
1833,job_870,870,1504,1987,37
1834,job_871,871,1301,1121,43
1835,job_872,872,1083,1727,20
1837,job_873,873,1908,1892,43
1839,job_874,874,1501,1299,34
1841,job_875,875,1342,1978,19
